state,vapor_cloud_formation,combustible,confinement,mechanical_failure,release,overflow,vaporization,temperature,pressure,ignition,pre_mixture,toxicity_of_sub,dispersion,combined_sentence
state vapor,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False,"state vapor,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False"
state liquid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state liquid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state solid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state solid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state solid,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state solid,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state solid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state solid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state liquid,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state liquid,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state liquid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False,"state liquid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False"
state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False,"state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False"
state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False,"state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False"
state liquid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state liquid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure high,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state liquid,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state liquid,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False,"state vapor,vapor_cloud_formation False,combustible False,confinement high,mechanical_failure False,release False,overflow False,vaporization high,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub True,dispersion False"
state solid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False,"state solid,vapor_cloud_formation False,combustible False,confinement low,mechanical_failure False,release False,overflow False,vaporization low,temperature low,pressure low,ignition False,pre_mixture False,toxicity_of_sub False,dispersion False"
